lesson;cs;cs
12;HGHJ;pHGHJ
19;HGIA;pHGIA
1;HGIB;pHGIB
7;HGIC;pHGIC
11;HGID;pHGID
4;HGIE;pHGIE
4;HGIF;pHGIF
4;HGIG;pHGIG
5;HGIH;pHGIH
4;HGII;pHGII
11;HGIJ;pHGIJ
7;HGJA;pHGJA
4;HGJB;pHGJB
11;HGJC;pHGJC
12;HGJD;pHGJD
13;HGJE;pHGJE
10;HGJF;pHGJF
16;HGJG;pHGJG
19;HGJH;pHGJH
1;HGJI;pHGJI
1;HGJJ;pHGJJ
1;HHAA;pHHAA
18;HHAB;pHHAB
12;HHAC;pHHAC
17;HHAD;pHHAD
16;HHAE;pHHAE
18;HHAF;pHHAF
18;HHAG;pHHAG
13;HHAH;pHHAH
19;HHAI;pHHAI
17;HHAJ;pHHAJ
11;HHBA;pHHBA
15;HHBB;pHHBB
1;HHBC;pHHBC
18;HHBD;pHHBD
17;HHBE;pHHBE
1;HHBF;pHHBF
12;HHBG;pHHBG
4;HHBH;pHHBH
13;HHBI;pHHBI
5;HHBJ;pHHBJ
9;HHCA;pHHCA
15;HHCB;pHHCB
8;HHCC;pHHCC
9;HHCD;pHHCD
2;HHCE;pHHCE
11;HHCF;pHHCF
0;HHCG;pHHCG
6;HHCH;pHHCH
7;HHCI;pHHCI
10;HHCJ;pHHCJ
16;HHDA;pHHDA
12;HHDB;pHHDB
4;HHDC;pHHDC
4;HHDD;pHHDD
0;HHDE;pHHDE
7;HHDF;pHHDF
2;HHDG;pHHDG
14;HHDH;pHHDH
12;HHDI;pHHDI
8;HHDJ;pHHDJ
15;HHEA;pHHEA
16;HHEB;pHHEB
6;HHEC;pHHEC
19;HHED;pHHED
14;HHEE;pHHEE
2;HHEF;pHHEF
14;HHEG;pHHEG
19;HHEH;pHHEH
7;HHEI;pHHEI
16;HHEJ;pHHEJ
2;HHFA;pHHFA
3;HHFB;pHHFB
19;HHFC;pHHFC
12;HHFD;pHHFD
10;HHFE;pHHFE
12;HHFF;pHHFF
12;HHFG;pHHFG
8;HHFH;pHHFH
14;HHFI;pHHFI
7;HHFJ;pHHFJ
12;HHGA;pHHGA
1;HHGB;pHHGB
14;HHGC;pHHGC
16;HHGD;pHHGD
3;HHGE;pHHGE
19;HHGF;pHHGF
5;HHGG;pHHGG
19;HHGH;pHHGH
13;HHGI;pHHGI
10;HHGJ;pHHGJ
8;HHHA;pHHHA
2;HHHB;pHHHB
4;HHHC;pHHHC
13;HHHD;pHHHD
1;HHHE;pHHHE
3;HHHF;pHHHF
2;HHHG;pHHHG
12;HHHH;pHHHH
3;HHHI;pHHHI
12;HHHJ;pHHHJ
11;HHIA;pHHIA
3;HHIB;pHHIB
4;HHIC;pHHIC
16;HHID;pHHID
2;HHIE;pHHIE
1;HHIF;pHHIF
18;HHIG;pHHIG
3;HHIH;pHHIH
4;HHII;pHHII
11;HHIJ;pHHIJ
3;HHJA;pHHJA
9;HHJB;pHHJB
5;HHJC;pHHJC
10;HHJD;pHHJD
15;HHJE;pHHJE
6;HHJF;pHHJF
5;HHJG;pHHJG
17;HHJH;pHHJH
10;HHJI;pHHJI
18;HHJJ;pHHJJ
6;HIAA;pHIAA
11;HIAB;pHIAB
2;HIAC;pHIAC
0;HIAD;pHIAD
8;HIAE;pHIAE
11;HIAF;pHIAF
5;HIAG;pHIAG
0;HIAH;pHIAH
9;HIAI;pHIAI
2;HIAJ;pHIAJ
7;HIBA;pHIBA
1;HIBB;pHIBB
11;HIBC;pHIBC
15;HIBD;pHIBD
3;HIBE;pHIBE
15;HIBF;pHIBF
6;HIBG;pHIBG
12;HIBH;pHIBH
0;HIBI;pHIBI
1;HIBJ;pHIBJ
6;HICA;pHICA
11;HICB;pHICB
6;HICC;pHICC
10;HICD;pHICD
0;HICE;pHICE
5;HICF;pHICF
12;HICG;pHICG
18;HICH;pHICH
4;HICI;pHICI
4;HICJ;pHICJ
8;HIDA;pHIDA
7;HIDB;pHIDB
19;HIDC;pHIDC
16;HIDD;pHIDD
13;HIDE;pHIDE
13;HIDF;pHIDF
6;HIDG;pHIDG
4;HIDH;pHIDH
16;HIDI;pHIDI
13;HIDJ;pHIDJ
11;HIEA;pHIEA
2;HIEB;pHIEB
7;HIEC;pHIEC
12;HIED;pHIED
3;HIEE;pHIEE
6;HIEF;pHIEF
14;HIEG;pHIEG
0;HIEH;pHIEH
3;HIEI;pHIEI
3;HIEJ;pHIEJ
7;HIFA;pHIFA
3;HIFB;pHIFB
14;HIFC;pHIFC
5;HIFD;pHIFD
19;HIFE;pHIFE
12;HIFF;pHIFF
7;HIFG;pHIFG
0;HIFH;pHIFH
1;HIFI;pHIFI
2;HIFJ;pHIFJ
15;HIGA;pHIGA
10;HIGB;pHIGB
2;HIGC;pHIGC
10;HIGD;pHIGD
6;HIGE;pHIGE
19;HIGF;pHIGF
6;HIGG;pHIGG
9;HIGH;pHIGH
10;HIGI;pHIGI
2;HIGJ;pHIGJ
2;HIHA;pHIHA
2;HIHB;pHIHB
4;HIHC;pHIHC
13;HIHD;pHIHD
18;HIHE;pHIHE
12;HIHF;pHIHF
10;HIHG;pHIHG
13;HIHH;pHIHH
10;HIHI;pHIHI
7;HIHJ;pHIHJ
1;HIIA;pHIIA
7;HIIB;pHIIB
15;HIIC;pHIIC
8;HIID;pHIID
0;HIIE;pHIIE
10;HIIF;pHIIF
7;HIIG;pHIIG
10;HIIH;pHIIH
1;HIII;pHIII
9;HIIJ;pHIIJ
13;HIJA;pHIJA
8;HIJB;pHIJB
6;HIJC;pHIJC
16;HIJD;pHIJD
5;HIJE;pHIJE
12;HIJF;pHIJF
18;HIJG;pHIJG
2;HIJH;pHIJH
0;HIJI;pHIJI
16;HIJJ;pHIJJ
1;HJAA;pHJAA
14;HJAB;pHJAB
15;HJAC;pHJAC
7;HJAD;pHJAD
1;HJAE;pHJAE
11;HJAF;pHJAF
5;HJAG;pHJAG
14;HJAH;pHJAH
10;HJAI;pHJAI
11;HJAJ;pHJAJ
10;HJBA;pHJBA
5;HJBB;pHJBB
1;HJBC;pHJBC
7;HJBD;pHJBD
17;HJBE;pHJBE
12;HJBF;pHJBF
4;HJBG;pHJBG
0;HJBH;pHJBH
18;HJBI;pHJBI
1;HJBJ;pHJBJ
13;HJCA;pHJCA
6;HJCB;pHJCB
5;HJCC;pHJCC
11;HJCD;pHJCD
9;HJCE;pHJCE
5;HJCF;pHJCF
17;HJCG;pHJCG
4;HJCH;pHJCH
11;HJCI;pHJCI
7;HJCJ;pHJCJ
8;HJDA;pHJDA
11;HJDB;pHJDB
5;HJDC;pHJDC
12;HJDD;pHJDD
2;HJDE;pHJDE
5;HJDF;pHJDF
0;HJDG;pHJDG
3;HJDH;pHJDH
4;HJDI;pHJDI
9;HJDJ;pHJDJ
18;HJEA;pHJEA
2;HJEB;pHJEB
15;HJEC;pHJEC
5;HJED;pHJED
17;HJEE;pHJEE
9;HJEF;pHJEF
5;HJEG;pHJEG
19;HJEH;pHJEH
11;HJEI;pHJEI
11;HJEJ;pHJEJ
3;HJFA;pHJFA
8;HJFB;pHJFB
5;HJFC;pHJFC
9;HJFD;pHJFD
4;HJFE;pHJFE
8;HJFF;pHJFF
0;HJFG;pHJFG
11;HJFH;pHJFH
9;HJFI;pHJFI
6;HJFJ;pHJFJ
16;HJGA;pHJGA
8;HJGB;pHJGB
14;HJGC;pHJGC
5;HJGD;pHJGD
19;HJGE;pHJGE
7;HJGF;pHJGF
15;HJGG;pHJGG
19;HJGH;pHJGH
2;HJGI;pHJGI
19;HJGJ;pHJGJ
10;HJHA;pHJHA
1;HJHB;pHJHB
14;HJHC;pHJHC
0;HJHD;pHJHD
16;HJHE;pHJHE
19;HJHF;pHJHF
6;HJHG;pHJHG
11;HJHH;pHJHH
18;HJHI;pHJHI
10;HJHJ;pHJHJ
11;HJIA;pHJIA
1;HJIB;pHJIB
7;HJIC;pHJIC
11;HJID;pHJID
12;HJIE;pHJIE
19;HJIF;pHJIF
15;HJIG;pHJIG
10;HJIH;pHJIH
15;HJII;pHJII
12;HJIJ;pHJIJ
9;HJJA;pHJJA
6;HJJB;pHJJB
3;HJJC;pHJJC
13;HJJD;pHJJD
1;HJJE;pHJJE
18;HJJF;pHJJF
19;HJJG;pHJJG
13;HJJH;pHJJH
19;HJJI;pHJJI
1;HJJJ;pHJJJ
16;IAAA;pIAAA
13;IAAB;pIAAB
4;IAAC;pIAAC
14;IAAD;pIAAD
10;IAAE;pIAAE
15;IAAF;pIAAF
2;IAAG;pIAAG
16;IAAH;pIAAH
9;IAAI;pIAAI
15;IAAJ;pIAAJ
1;IABA;pIABA
8;IABB;pIABB
5;IABC;pIABC
16;IABD;pIABD
1;IABE;pIABE
7;IABF;pIABF
14;IABG;pIABG
15;IABH;pIABH
5;IABI;pIABI
17;IABJ;pIABJ
6;IACA;pIACA
17;IACB;pIACB
7;IACC;pIACC
9;IACD;pIACD
3;IACE;pIACE
12;IACF;pIACF
1;IACG;pIACG
11;IACH;pIACH
6;IACI;pIACI
8;IACJ;pIACJ
14;IADA;pIADA
12;IADB;pIADB
4;IADC;pIADC
18;IADD;pIADD
17;IADE;pIADE
5;IADF;pIADF
19;IADG;pIADG
13;IADH;pIADH
1;IADI;pIADI
3;IADJ;pIADJ
0;IAEA;pIAEA
11;IAEB;pIAEB
18;IAEC;pIAEC
17;IAED;pIAED
18;IAEE;pIAEE
13;IAEF;pIAEF
6;IAEG;pIAEG
2;IAEH;pIAEH
3;IAEI;pIAEI
15;IAEJ;pIAEJ
15;IAFA;pIAFA
9;IAFB;pIAFB
9;IAFC;pIAFC
6;IAFD;pIAFD
16;IAFE;pIAFE
18;IAFF;pIAFF
4;IAFG;pIAFG
16;IAFH;pIAFH
15;IAFI;pIAFI
19;IAFJ;pIAFJ
10;IAGA;pIAGA
17;IAGB;pIAGB
11;IAGC;pIAGC
7;IAGD;pIAGD
12;IAGE;pIAGE
2;IAGF;pIAGF
2;IAGG;pIAGG
13;IAGH;pIAGH
19;IAGI;pIAGI
14;IAGJ;pIAGJ
16;IAHA;pIAHA
12;IAHB;pIAHB
5;IAHC;pIAHC
12;IAHD;pIAHD
0;IAHE;pIAHE
14;IAHF;pIAHF
12;IAHG;pIAHG
8;IAHH;pIAHH
5;IAHI;pIAHI
15;IAHJ;pIAHJ
11;IAIA;pIAIA
1;IAIB;pIAIB
1;IAIC;pIAIC
11;IAID;pIAID
12;IAIE;pIAIE
15;IAIF;pIAIF
19;IAIG;pIAIG
18;IAIH;pIAIH
18;IAII;pIAII
8;IAIJ;pIAIJ
7;IAJA;pIAJA
6;IAJB;pIAJB
13;IAJC;pIAJC
12;IAJD;pIAJD
19;IAJE;pIAJE
6;IAJF;pIAJF
10;IAJG;pIAJG
1;IAJH;pIAJH
18;IAJI;pIAJI
3;IAJJ;pIAJJ
3;IBAA;pIBAA
8;IBAB;pIBAB
7;IBAC;pIBAC
0;IBAD;pIBAD
14;IBAE;pIBAE
17;IBAF;pIBAF
3;IBAG;pIBAG
10;IBAH;pIBAH
13;IBAI;pIBAI
1;IBAJ;pIBAJ
3;IBBA;pIBBA
11;IBBB;pIBBB
2;IBBC;pIBBC
2;IBBD;pIBBD
2;IBBE;pIBBE
6;IBBF;pIBBF
4;IBBG;pIBBG
3;IBBH;pIBBH
6;IBBI;pIBBI
0;IBBJ;pIBBJ
2;IBCA;pIBCA
13;IBCB;pIBCB
0;IBCC;pIBCC
13;IBCD;pIBCD
1;IBCE;pIBCE
5;IBCF;pIBCF
9;IBCG;pIBCG
18;IBCH;pIBCH
0;IBCI;pIBCI
18;IBCJ;pIBCJ
14;IBDA;pIBDA
13;IBDB;pIBDB
3;IBDC;pIBDC
1;IBDD;pIBDD
7;IBDE;pIBDE
2;IBDF;pIBDF
5;IBDG;pIBDG
12;IBDH;pIBDH
4;IBDI;pIBDI
9;IBDJ;pIBDJ
8;IBEA;pIBEA
0;IBEB;pIBEB
4;IBEC;pIBEC
4;IBED;pIBED
16;IBEE;pIBEE
18;IBEF;pIBEF
3;IBEG;pIBEG
6;IBEH;pIBEH
3;IBEI;pIBEI
12;IBEJ;pIBEJ
5;IBFA;pIBFA
8;IBFB;pIBFB
14;IBFC;pIBFC
19;IBFD;pIBFD
7;IBFE;pIBFE
3;IBFF;pIBFF
8;IBFG;pIBFG
19;IBFH;pIBFH
6;IBFI;pIBFI
6;IBFJ;pIBFJ
13;IBGA;pIBGA
11;IBGB;pIBGB
10;IBGC;pIBGC
1;IBGD;pIBGD
0;IBGE;pIBGE
15;IBGF;pIBGF
0;IBGG;pIBGG
2;IBGH;pIBGH
17;IBGI;pIBGI
15;IBGJ;pIBGJ
19;IBHA;pIBHA
8;IBHB;pIBHB
8;IBHC;pIBHC
0;IBHD;pIBHD
19;IBHE;pIBHE
13;IBHF;pIBHF
14;IBHG;pIBHG
1;IBHH;pIBHH
19;IBHI;pIBHI
12;IBHJ;pIBHJ
15;IBIA;pIBIA
8;IBIB;pIBIB
5;IBIC;pIBIC
2;IBID;pIBID
7;IBIE;pIBIE
5;IBIF;pIBIF
4;IBIG;pIBIG
0;IBIH;pIBIH
13;IBII;pIBII
0;IBIJ;pIBIJ
1;IBJA;pIBJA
18;IBJB;pIBJB
8;IBJC;pIBJC
2;IBJD;pIBJD
1;IBJE;pIBJE
19;IBJF;pIBJF
0;IBJG;pIBJG
0;IBJH;pIBJH
9;IBJI;pIBJI
1;IBJJ;pIBJJ
6;ICAA;pICAA
11;ICAB;pICAB
3;ICAC;pICAC
14;ICAD;pICAD
11;ICAE;pICAE
15;ICAF;pICAF
1;ICAG;pICAG
18;ICAH;pICAH
10;ICAI;pICAI
2;ICAJ;pICAJ
15;ICBA;pICBA
11;ICBB;pICBB
6;ICBC;pICBC
4;ICBD;pICBD
14;ICBE;pICBE
15;ICBF;pICBF
17;ICBG;pICBG
1;ICBH;pICBH
10;ICBI;pICBI
13;ICBJ;pICBJ
0;ICCA;pICCA
18;ICCB;pICCB
15;ICCC;pICCC
3;ICCD;pICCD
15;ICCE;pICCE
8;ICCF;pICCF
3;ICCG;pICCG
17;ICCH;pICCH
1;ICCI;pICCI
5;ICCJ;pICCJ
19;ICDA;pICDA
14;ICDB;pICDB
3;ICDC;pICDC
12;ICDD;pICDD
17;ICDE;pICDE
19;ICDF;pICDF
0;ICDG;pICDG
19;ICDH;pICDH
1;ICDI;pICDI
16;ICDJ;pICDJ
1;ICEA;pICEA
19;ICEB;pICEB
14;ICEC;pICEC
15;ICED;pICED
10;ICEE;pICEE
19;ICEF;pICEF
11;ICEG;pICEG
18;ICEH;pICEH
13;ICEI;pICEI
1;ICEJ;pICEJ
5;ICFA;pICFA
13;ICFB;pICFB
16;ICFC;pICFC
10;ICFD;pICFD
0;ICFE;pICFE
12;ICFF;pICFF
9;ICFG;pICFG
13;ICFH;pICFH
13;ICFI;pICFI
5;ICFJ;pICFJ
10;ICGA;pICGA
9;ICGB;pICGB
18;ICGC;pICGC
13;ICGD;pICGD
6;ICGE;pICGE
14;ICGF;pICGF
4;ICGG;pICGG
19;ICGH;pICGH
7;ICGI;pICGI
5;ICGJ;pICGJ
16;ICHA;pICHA
6;ICHB;pICHB
4;ICHC;pICHC
18;ICHD;pICHD
17;ICHE;pICHE
9;ICHF;pICHF
5;ICHG;pICHG
15;ICHH;pICHH
5;ICHI;pICHI
19;ICHJ;pICHJ
17;ICIA;pICIA
2;ICIB;pICIB
18;ICIC;pICIC
0;ICID;pICID
7;ICIE;pICIE
0;ICIF;pICIF
3;ICIG;pICIG
9;ICIH;pICIH
18;ICII;pICII
16;ICIJ;pICIJ
7;ICJA;pICJA
11;ICJB;pICJB
6;ICJC;pICJC
6;ICJD;pICJD
5;ICJE;pICJE
18;ICJF;pICJF
10;ICJG;pICJG
8;ICJH;pICJH
9;ICJI;pICJI
11;ICJJ;pICJJ
12;IDAA;pIDAA
0;IDAB;pIDAB
17;IDAC;pIDAC
8;IDAD;pIDAD
17;IDAE;pIDAE
12;IDAF;pIDAF
0;IDAG;pIDAG
4;IDAH;pIDAH
5;IDAI;pIDAI
10;IDAJ;pIDAJ
19;IDBA;pIDBA
15;IDBB;pIDBB
3;IDBC;pIDBC
8;IDBD;pIDBD
13;IDBE;pIDBE
14;IDBF;pIDBF
0;IDBG;pIDBG
11;IDBH;pIDBH
12;IDBI;pIDBI
14;IDBJ;pIDBJ
2;IDCA;pIDCA
19;IDCB;pIDCB
5;IDCC;pIDCC
17;IDCD;pIDCD
3;IDCE;pIDCE
6;IDCF;pIDCF
12;IDCG;pIDCG
14;IDCH;pIDCH
15;IDCI;pIDCI
8;IDCJ;pIDCJ
19;IDDA;pIDDA
14;IDDB;pIDDB
15;IDDC;pIDDC
14;IDDD;pIDDD
1;IDDE;pIDDE
19;IDDF;pIDDF
2;IDDG;pIDDG
17;IDDH;pIDDH
18;IDDI;pIDDI
8;IDDJ;pIDDJ
17;IDEA;pIDEA
18;IDEB;pIDEB
10;IDEC;pIDEC
5;IDED;pIDED
13;IDEE;pIDEE
19;IDEF;pIDEF
9;IDEG;pIDEG
12;IDEH;pIDEH
19;IDEI;pIDEI
1;IDEJ;pIDEJ
17;IDFA;pIDFA
8;IDFB;pIDFB
9;IDFC;pIDFC
4;IDFD;pIDFD
9;IDFE;pIDFE
17;IDFF;pIDFF
12;IDFG;pIDFG
18;IDFH;pIDFH
8;IDFI;pIDFI
8;IDFJ;pIDFJ
1;IDGA;pIDGA
8;IDGB;pIDGB
15;IDGC;pIDGC
13;IDGD;pIDGD
8;IDGE;pIDGE
9;IDGF;pIDGF
8;IDGG;pIDGG
2;IDGH;pIDGH
9;IDGI;pIDGI
0;IDGJ;pIDGJ
4;IDHA;pIDHA
18;IDHB;pIDHB
13;IDHC;pIDHC
9;IDHD;pIDHD
5;IDHE;pIDHE
5;IDHF;pIDHF
17;IDHG;pIDHG
19;IDHH;pIDHH
11;IDHI;pIDHI
9;IDHJ;pIDHJ
0;IDIA;pIDIA
12;IDIB;pIDIB
11;IDIC;pIDIC
2;IDID;pIDID
15;IDIE;pIDIE
4;IDIF;pIDIF
14;IDIG;pIDIG
2;IDIH;pIDIH
9;IDII;pIDII
18;IDIJ;pIDIJ
9;IDJA;pIDJA
1;IDJB;pIDJB
9;IDJC;pIDJC
5;IDJD;pIDJD
9;IDJE;pIDJE
15;IDJF;pIDJF
11;IDJG;pIDJG
14;IDJH;pIDJH
17;IDJI;pIDJI
9;IDJJ;pIDJJ
12;IEAA;pIEAA
7;IEAB;pIEAB
5;IEAC;pIEAC
17;IEAD;pIEAD
13;IEAE;pIEAE
16;IEAF;pIEAF
13;IEAG;pIEAG
12;IEAH;pIEAH
18;IEAI;pIEAI
15;IEAJ;pIEAJ
10;IEBA;pIEBA
18;IEBB;pIEBB
12;IEBC;pIEBC
13;IEBD;pIEBD
13;IEBE;pIEBE
13;IEBF;pIEBF
5;IEBG;pIEBG
7;IEBH;pIEBH
10;IEBI;pIEBI
17;IEBJ;pIEBJ
5;IECA;pIECA
14;IECB;pIECB
10;IECC;pIECC
16;IECD;pIECD
13;IECE;pIECE
11;IECF;pIECF
4;IECG;pIECG
4;IECH;pIECH
16;IECI;pIECI
9;IECJ;pIECJ
0;IEDA;pIEDA
13;IEDB;pIEDB
6;IEDC;pIEDC
12;IEDD;pIEDD
10;IEDE;pIEDE
17;IEDF;pIEDF
16;IEDG;pIEDG
10;IEDH;pIEDH
10;IEDI;pIEDI
13;IEDJ;pIEDJ
19;IEEA;pIEEA
16;IEEB;pIEEB
15;IEEC;pIEEC
6;IEED;pIEED
13;IEEE;pIEEE
8;IEEF;pIEEF
5;IEEG;pIEEG
7;IEEH;pIEEH
1;IEEI;pIEEI
0;IEEJ;pIEEJ
5;IEFA;pIEFA
1;IEFB;pIEFB
14;IEFC;pIEFC
2;IEFD;pIEFD
0;IEFE;pIEFE
17;IEFF;pIEFF
18;IEFG;pIEFG
13;IEFH;pIEFH
9;IEFI;pIEFI
4;IEFJ;pIEFJ
3;IEGA;pIEGA
10;IEGB;pIEGB
7;IEGC;pIEGC
17;IEGD;pIEGD
19;IEGE;pIEGE
8;IEGF;pIEGF
14;IEGG;pIEGG
18;IEGH;pIEGH
4;IEGI;pIEGI
5;IEGJ;pIEGJ
11;IEHA;pIEHA
12;IEHB;pIEHB
18;IEHC;pIEHC
10;IEHD;pIEHD
6;IEHE;pIEHE
13;IEHF;pIEHF
16;IEHG;pIEHG
13;IEHH;pIEHH
11;IEHI;pIEHI
2;IEHJ;pIEHJ
12;IEIA;pIEIA
5;IEIB;pIEIB
8;IEIC;pIEIC
14;IEID;pIEID
19;IEIE;pIEIE
1;IEIF;pIEIF
11;IEIG;pIEIG
16;IEIH;pIEIH
13;IEII;pIEII
17;IEIJ;pIEIJ
11;IEJA;pIEJA
0;IEJB;pIEJB
8;IEJC;pIEJC
13;IEJD;pIEJD
3;IEJE;pIEJE
9;IEJF;pIEJF
7;IEJG;pIEJG
15;IEJH;pIEJH
14;IEJI;pIEJI
17;IEJJ;pIEJJ
17;IFAA;pIFAA
11;IFAB;pIFAB
16;IFAC;pIFAC
14;IFAD;pIFAD
18;IFAE;pIFAE
13;IFAF;pIFAF
10;IFAG;pIFAG
15;IFAH;pIFAH
5;IFAI;pIFAI
15;IFAJ;pIFAJ
16;IFBA;pIFBA
18;IFBB;pIFBB
19;IFBC;pIFBC
4;IFBD;pIFBD
19;IFBE;pIFBE
12;IFBF;pIFBF
9;IFBG;pIFBG
16;IFBH;pIFBH
5;IFBI;pIFBI
2;IFBJ;pIFBJ
0;IFCA;pIFCA
5;IFCB;pIFCB
3;IFCC;pIFCC
11;IFCD;pIFCD
8;IFCE;pIFCE
1;IFCF;pIFCF
19;IFCG;pIFCG
13;IFCH;pIFCH
2;IFCI;pIFCI
5;IFCJ;pIFCJ
13;IFDA;pIFDA
1;IFDB;pIFDB
1;IFDC;pIFDC
5;IFDD;pIFDD
15;IFDE;pIFDE
17;IFDF;pIFDF
15;IFDG;pIFDG
17;IFDH;pIFDH
3;IFDI;pIFDI
5;IFDJ;pIFDJ
1;IFEA;pIFEA
3;IFEB;pIFEB
8;IFEC;pIFEC
1;IFED;pIFED
0;IFEE;pIFEE
10;IFEF;pIFEF
13;IFEG;pIFEG
12;IFEH;pIFEH
18;IFEI;pIFEI
19;IFEJ;pIFEJ
1;IFFA;pIFFA
10;IFFB;pIFFB
4;IFFC;pIFFC
6;IFFD;pIFFD
12;IFFE;pIFFE
1;IFFF;pIFFF
1;IFFG;pIFFG
7;IFFH;pIFFH
9;IFFI;pIFFI
2;IFFJ;pIFFJ
12;IFGA;pIFGA
17;IFGB;pIFGB
0;IFGC;pIFGC
11;IFGD;pIFGD
1;IFGE;pIFGE
7;IFGF;pIFGF
5;IFGG;pIFGG
0;IFGH;pIFGH
1;IFGI;pIFGI
17;IFGJ;pIFGJ
2;IFHA;pIFHA
14;IFHB;pIFHB
10;IFHC;pIFHC
2;IFHD;pIFHD
10;IFHE;pIFHE
17;IFHF;pIFHF
9;IFHG;pIFHG
11;IFHH;pIFHH
15;IFHI;pIFHI
1;IFHJ;pIFHJ
3;IFIA;pIFIA
6;IFIB;pIFIB
5;IFIC;pIFIC
16;IFID;pIFID
14;IFIE;pIFIE
8;IFIF;pIFIF
19;IFIG;pIFIG
11;IFIH;pIFIH
5;IFII;pIFII
3;IFIJ;pIFIJ
9;IFJA;pIFJA
19;IFJB;pIFJB
13;IFJC;pIFJC
4;IFJD;pIFJD
3;IFJE;pIFJE
9;IFJF;pIFJF
5;IFJG;pIFJG
13;IFJH;pIFJH
1;IFJI;pIFJI
0;IFJJ;pIFJJ
16;IGAA;pIGAA
6;IGAB;pIGAB
15;IGAC;pIGAC
2;IGAD;pIGAD
14;IGAE;pIGAE
17;IGAF;pIGAF
11;IGAG;pIGAG
14;IGAH;pIGAH
16;IGAI;pIGAI
7;IGAJ;pIGAJ
13;IGBA;pIGBA
12;IGBB;pIGBB
0;IGBC;pIGBC
9;IGBD;pIGBD
10;IGBE;pIGBE
1;IGBF;pIGBF
5;IGBG;pIGBG
14;IGBH;pIGBH
8;IGBI;pIGBI
8;IGBJ;pIGBJ
10;IGCA;pIGCA
13;IGCB;pIGCB
12;IGCC;pIGCC
9;IGCD;pIGCD
17;IGCE;pIGCE
19;IGCF;pIGCF
17;IGCG;pIGCG
13;IGCH;pIGCH
17;IGCI;pIGCI
14;IGCJ;pIGCJ
1;IGDA;pIGDA
19;IGDB;pIGDB
16;IGDC;pIGDC
1;IGDD;pIGDD
13;IGDE;pIGDE
14;IGDF;pIGDF
7;IGDG;pIGDG
3;IGDH;pIGDH
2;IGDI;pIGDI
18;IGDJ;pIGDJ
11;IGEA;pIGEA
13;IGEB;pIGEB
9;IGEC;pIGEC
11;IGED;pIGED
6;IGEE;pIGEE
11;IGEF;pIGEF
7;IGEG;pIGEG
8;IGEH;pIGEH
16;IGEI;pIGEI
6;IGEJ;pIGEJ
18;IGFA;pIGFA
16;IGFB;pIGFB
18;IGFC;pIGFC
9;IGFD;pIGFD
2;IGFE;pIGFE
19;IGFF;pIGFF
12;IGFG;pIGFG
12;IGFH;pIGFH
19;IGFI;pIGFI
3;IGFJ;pIGFJ
6;IGGA;pIGGA
8;IGGB;pIGGB
13;IGGC;pIGGC
0;IGGD;pIGGD
2;IGGE;pIGGE
19;IGGF;pIGGF
1;IGGG;pIGGG
17;IGGH;pIGGH
11;IGGI;pIGGI
11;IGGJ;pIGGJ
8;IGHA;pIGHA
11;IGHB;pIGHB
9;IGHC;pIGHC
15;IGHD;pIGHD
18;IGHE;pIGHE
16;IGHF;pIGHF
7;IGHG;pIGHG
9;IGHH;pIGHH
1;IGHI;pIGHI
13;IGHJ;pIGHJ
9;IGIA;pIGIA
14;IGIB;pIGIB
1;IGIC;pIGIC
4;IGID;pIGID
8;IGIE;pIGIE
2;IGIF;pIGIF
2;IGIG;pIGIG
17;IGIH;pIGIH
14;IGII;pIGII
3;IGIJ;pIGIJ
4;IGJA;pIGJA
9;IGJB;pIGJB
14;IGJC;pIGJC
9;IGJD;pIGJD
10;IGJE;pIGJE
11;IGJF;pIGJF
16;IGJG;pIGJG
15;IGJH;pIGJH
11;IGJI;pIGJI
3;IGJJ;pIGJJ
1;IHAA;pIHAA
4;IHAB;pIHAB
8;IHAC;pIHAC
0;IHAD;pIHAD
5;IHAE;pIHAE
7;IHAF;pIHAF
18;IHAG;pIHAG
19;IHAH;pIHAH
9;IHAI;pIHAI
15;IHAJ;pIHAJ
15;IHBA;pIHBA
12;IHBB;pIHBB
19;IHBC;pIHBC
3;IHBD;pIHBD
7;IHBE;pIHBE
19;IHBF;pIHBF
7;IHBG;pIHBG
9;IHBH;pIHBH
5;IHBI;pIHBI
19;IHBJ;pIHBJ
3;IHCA;pIHCA
2;IHCB;pIHCB
9;IHCC;pIHCC
5;IHCD;pIHCD
11;IHCE;pIHCE
10;IHCF;pIHCF
16;IHCG;pIHCG
1;IHCH;pIHCH
11;IHCI;pIHCI
8;IHCJ;pIHCJ
6;IHDA;pIHDA
13;IHDB;pIHDB
16;IHDC;pIHDC
19;IHDD;pIHDD
7;IHDE;pIHDE
2;IHDF;pIHDF
13;IHDG;pIHDG
14;IHDH;pIHDH
6;IHDI;pIHDI
10;IHDJ;pIHDJ
6;IHEA;pIHEA
9;IHEB;pIHEB
14;IHEC;pIHEC
10;IHED;pIHED
14;IHEE;pIHEE
17;IHEF;pIHEF
13;IHEG;pIHEG
13;IHEH;pIHEH
1;IHEI;pIHEI
15;IHEJ;pIHEJ
18;IHFA;pIHFA
18;IHFB;pIHFB
0;IHFC;pIHFC
15;IHFD;pIHFD
13;IHFE;pIHFE
11;IHFF;pIHFF
19;IHFG;pIHFG
7;IHFH;pIHFH
10;IHFI;pIHFI
